date,district,latitude,longitude,altitude,precision,well_type,measurement_point_cm,Measurement_of_tape_ent_point_MP_in_m,gw_level_from_mp,mp_in_m,gw_level,fid,well_no
2021-01-27,Banke,28.1465454,81.5519862,93.0,4.551,sw,27,5.0,2.95,0.27,2.68,24,bk-sw-18_1
2021-01-27,Banke,28.2064949,81.6307264,101.0,4.803,sw,40,8.0,6.5,0.4,6.1,28,bk-sw-03
2021-01-27,Banke,28.2576903,81.6361819,95.0,4.551,sw,15,0.0,0,0.15,-0.15,27,dimage
2021-01-27,Banke,28.1920455,81.5747481,99.0,4.854,sw,29,5.0,3.25,0.29,2.96,26,bk-sw-05_1
2021-01-27,Banke,28.1114479,81.5216935,79.0,4.551,sw,23,7.0,4.95,0.23,4.72,25,bk-sw-19_1
2021-01-27,Banke,28.1287151,81.5894281,88.0,4.551,sw,15,5.0,2.85,0.15,2.7,23,bk-sw-17_1
2021-01-27,Banke,28.1060386,81.5971551,99.0,4.551,sw,35,3.75,3.25,0.35,2.9,22,bk-sw-25_1
2021-01-27,Banke,28.0828437,81.5956795,92.0,4.551,sw,40,4.6,4.1,0.4,3.7,21,bk-sw-27
2021-01-27,Banke,28.0804943,81.6419293,114.0,13.349,sw,20,3.6,2.4000000000000004,0.2,2.2,20,Test
2021-01-27,Banke,28.0780663,81.5933074,94.0,4.854,sw,25,5.0,2.45,0.25,2.2,19,bk-sw-26
2021-01-28,Bardiya,28.1055899,81.4825913,79.0,4.551,dt,10,15.0,10.5,0.1,10.4,49,
2021-01-28,Bardiya,28.0803241,81.64207,64.0,51.578,sw,0,2.0,2,0,2,29,Test
2021-01-28,Bardiya,28.085181,81.5163616,83.0,4.803,dt,25,13.0,12,0.25,11.75,47,1611818785404.amr
2021-01-28,Bardiya,28.0828531,81.5111708,89.0,4.551,dt,24,13.0,9.8,0.24,9.56,50,
2021-01-28,Bardiya,28.0883406,81.502631,89.0,4.854,dt,20,13.0,11.8,0.2,11.6,48,
2021-01-29,Banke,28.0285434,81.6946848,78.0,4.854,sw,55,6.0,4.45,0.55,3.9,31,bk-sw-30
2021-01-29,Banke,27.9833039,81.7132923,84.0,4.551,sw,70,5.0,3.45,0.7,2.75,32,bk-sw-10_1
2021-01-29,Banke,28.0493274,81.6616258,95.0,4.551,sw,36,8.0,5.85,0.36,5.49,30,bk-sw-08_1
2021-01-31,Banke,28.0020439,81.6523786,69.0,4.551,sw,40,6.0,4.3,0.4,3.9,36,bk-sw-29
2021-01-31,Banke,28.0151183,81.6543479,82.0,4.803,sw,60,5.0,2.75,0.6,2.15,35,bk-sw-09_1
2021-01-31,Banke,28.0242587,81.6002836,91.0,4.854,sw,50,6.0,4.65,0.5,4.15,34,bk-sw-11_1
2021-01-31,Banke,28.0507443,81.5861794,89.0,4.854,sw,55,6.0,4.85,0.55,4.3,33,bk-sw-28
2021-02-01,Banke,28.1960977,81.7117444,107.0,4.551,sw,20,5.0,3.15,0.2,2.95,38,bk-sw-01
2021-02-01,Banke,28.1873921,81.6300983,105.0,4.551,sw,65,5.0,2.35,0.65,1.7,37,bk-sw-04
2021-02-03,Banke,28.13181,81.6588146,97.0,4.854,sw,45,5.0,2.2,0.45,1.75,41,bk-sw-06_1
2021-02-03,Banke,28.0928582,81.6478693,99.0,4.551,sw,15,4.15,3.6500000000000004,0.15,3.5,40,bk-sw-07_1
2021-02-03,Bardiya,28.189743,81.3836823,90.0,4.854,sw,30,5.0,4,0.3,3.7,54,
2021-02-03,Bardiya,28.1656409,81.5008473,94.0,4.854,sw,70,7.0,4.8,0.7,4.1,53,
2021-02-03,Bardiya,28.1691594,81.3378798,89.0,4.803,sw,40,9.0,6,0.4,5.6,55,
2021-02-03,Bardiya,28.1464123,81.4790915,84.0,4.551,sw,30,8.0,5,0.3,4.7,52,
2021-02-03,Bardiya,28.1486845,81.4968653,88.0,6.674,sw,40,5.0,3.8,0.4,3.4,51,
2021-02-03,Bardiya,28.2385395,81.2889351,104.0,4.803,sw,20,13.0,9.4,0.2,9.2,56,
2021-02-03,Bardiya,28.2504704,81.3107656,104.0,4.854,sw,50,7.0,5,0.5,4.5,57,
2021-02-03,Bardiya,28.3349604,81.2660784,104.0,6.068,sw,10,5.0,3,0.1,2.9,58,
2021-02-03,Banke,28.0812224,81.6450643,94.0,4.551,sw,54,6.0,3.55,0.54,3.01,39,bk-sw-24_1
2021-02-03,Bardiya,28.2795711,81.2628225,103.0,4.854,sw,40,13.0,11,0.4,10.6,59,
2021-02-05,Banke,28.0513081,81.6024541,86.0,4.551,dt,27,5.0,3.95,0.27,3.68,42,bk-dw-05
2021-02-05,Banke,28.1132361,81.5173035,91.0,4.551,dt,49,15.0,11.3,0.49,10.81,43,bk-dw-04_1
2021-02-05,Banke,28.1223281,81.5165796,90.0,4.854,dt,42,13.0,11.25,0.42,10.83,44,bk-dw-03
2021-02-05,Banke,28.0960436,81.5211363,84.0,4.551,dt,25,13.0,11.2,0.25,10.95,45,bk-dw-02
2021-02-05,Banke,28.0818215,81.5466409,84.0,4.551,dt,37,15.0,11.35,0.37,10.98,46,bk-dw-01
2021-02-08,Bardiya,28.1880467,81.479971,85.0,4.854,sw,40,5.0,4,0.4,3.6,60,
2021-02-08,Bardiya,28.2490131,81.5848865,102.0,4.803,sw,10,8.0,5,0.1,4.9,62,
2021-02-08,Bardiya,28.2282732,81.5671712,103.0,4.854,sw,40,10.0,6,0.4,5.6,63,
2021-02-08,Bardiya,28.3512356,81.4297427,107.0,4.854,sw,40,5.0,3,0.4,2.6,65,
2021-02-08,Bardiya,28.3065235,81.3591491,67.0,4.854,sw,75,5.0,3.4,0.75,2.65,68,
2021-02-08,Bardiya,28.289843,81.4420836,100.0,6.674,sw,32,5.0,3,0.32,2.68,64,
2021-02-08,Bardiya,28.3056157,81.3593068,111.0,4.854,sw,45,8.0,4,0.45,3.55,67,
2021-02-08,Bardiya,28.301372,81.3365896,98.0,4.854,sw,60,7.0,3,0.6,2.4,66,
2021-02-08,Bardiya,28.2364793,81.5477362,95.0,4.551,sw,0,3.0,2,0,2,61,
2021-02-09,Bardiya,28.0731098,81.5542463,88.0,7.585,sw,55,4.0,2.1,0.55,1.55,70,
2021-02-09,Bardiya,28.0731407,81.5542272,82.0,4.854,sw,10,3.0,2,0.1,1.9,69,
2021-02-09,Bardiya,28.073127,81.5541212,84.0,10.922,sw,60,5.0,3.3,0.6,2.7,71,
2021-02-20,Banke,28.0780604,81.5932225,97.16194288745902,4.854,sw,25,5.0,2.69,0.25,2.44,10,bk-sw-26
2021-02-20,Banke,28.1287297,81.5894124,88.46230121420037,4.854,sw,15,5.0,3.2199999999999998,0.15,3.07,9,bk-sw-17_1
2021-02-22,Banke,28.0020096,81.6522108,107.77393555615072,4.854,sw,40,6.0,4.5,0.4,4.1,7,bk-sw-29
2021-02-22,Banke,28.0242741,81.6002787,89.81682168351188,4.854,sw,50,7.0,5.18,0.5,4.68,11,bk-sw-11_1
2021-02-22,Banke,28.0151149,81.6542853,86.65167613637765,4.854,sw,60,5.0,2.98,0.6,2.38,8,bk-sw-09_1
2021-02-24,Banke,28.0507648,81.5861597,99.08832275188804,4.551,sw,55,7.0,5.15,0.55,4.6,97,bk-sw-28
2021-02-25,Banke,28.0812296,81.6450593,107.35515950953524,4.551,sw,54,6.0,4.05,0.54,3.51,100,bk-sw-24_1
2021-02-25,Banke,28.1318094,81.6588648,108.93264494159047,4.551,sw,45,5.0,2.35,0.45,1.9,98,bk-sw-06_1
2021-02-25,Banke,28.0928569,81.6478714,101.68621225168131,4.551,sw,15,4.35,3.8499999999999996,0.15,3.7,99,bk-sw-07_1
2021-02-25,Bardiya,28.0852203,81.5164757,101.26572693436447,4.854,dt,25,13.0,12.2,0.25,11.95,72,
2021-02-28,Banke,28.1873729,81.630073,120.06170870396069,4.854,sw,65,5.0,2.48,0.65,1.83,104,bk-sw-04
2021-02-28,Banke,28.1921073,81.5747382,93.94653314024943,4.803,sw,29,5.0,3.3,0.29,3.01,103,bk-sw-05_1
2021-02-28,Bardiya,28.1056335,81.4826266,101.64972244421142,4.551,dt,10,15.0,11,0.1,10.9,75,
2021-02-28,Bardiya,28.0883672,81.5027316,93.64420265399683,4.854,dt,20,13.0,12,0.2,11.8,74,
2021-02-28,Bardiya,28.0828814,81.5111584,96.91293395289823,4.854,dt,24,14.0,10,0.24,9.76,73,
2021-02-28,Banke,28.206544,81.6307359,111.39332472668187,4.803,sw,40,9.0,6.7,0.4,6.3,102,bk-sw-03
2021-02-28,Banke,28.1961034,81.711776,118.65058920259087,4.854,sw,20,5.0,3.5,0.2,3.3,101,bk-sw-01
2021-03-01,Banke,28.0830308,81.5956368,104.12210698051976,4.551,sw,40,4.8,4.3,0.4,3.9,105,bk-sw-27
2021-03-01,Banke,28.1465538,81.5519786,99.09388732335618,4.551,sw,27,5.0,3.4,0.27,3.13,107,bk-sw-18_1
2021-03-01,Banke,28.1060812,81.5971233,104.21288580035973,4.551,sw,35,3.9,3.4,0.35,3.05,106,bk-sw-25_1
2021-03-02,Banke,28.0513296,81.6024401,99.78216916808152,4.803,dt,27,6.0,4.2,0.27,3.93,108,bk-dw-05
2021-03-02,Banke,28.0959921,81.521179,94.74799728729445,4.854,dt,25,15.0,11.35,0.25,11.1,112,bk-dw-02
2021-03-02,Banke,28.1222988,81.5166218,98.51146259885857,4.551,dt,42,13.0,11.45,0.42,11.03,111,bk-dw-03
2021-03-02,Banke,28.1114455,81.5216505,96.5277953917899,4.854,sw,23,7.0,5.5,0.23,5.27,109,bk-sw-19_1
2021-03-02,Bardiya,28.1691837,81.3378857,96.73433746866007,4.854,sw,40,8.0,6,0.4,5.6,81,
2021-03-02,Banke,28.0818033,81.5465529,103.48403618550809,4.803,dt,37,13.0,11.35,0.37,10.98,113,bk-dw-01
2021-03-02,Bardiya,28.1897781,81.3836074,94.92469693880524,4.803,sw,30,6.0,5,0.3,4.7,80,
2021-03-02,Banke,28.1132621,81.5173494,102.95116262915187,4.803,dt,49,15.0,11.4,0.49,10.91,110,bk-dw-04_1
2021-03-02,Bardiya,28.1656437,81.5007906,102.14761240311637,4.854,sw,40,5.0,4.6,0.4,4.2,78,
2021-03-02,Bardiya,28.1486586,81.4968512,114.17191698239404,4.551,sw,70,5.0,4.5,0.7,3.8,76,
2021-03-02,Bardiya,28.1464325,81.4790871,114.80654216916955,4.551,sw,30,7.0,6,0.3,5.7,77,
2021-03-02,Bardiya,28.1880313,81.4798915,121.2782591623503,4.803,sw,40,5.0,4.4,0.4,4,79,
2021-03-03,Banke,28.0285545,81.6946709,100.51913615300215,4.551,sw,55,6.0,4.7,0.55,4.15,115,bk-sw-30
2021-03-03,Banke,27.9834125,81.7133541,89.83573954444914,4.803,sw,70,5.0,3.67,0.7,2.97,116,bk-sw-10_1
2021-03-03,Banke,28.0494204,81.6616308,95.60796911318198,4.551,sw,36,8.0,6.35,0.36,5.99,114,bk-sw-08_1
2021-03-07,Bardiya,28.3056749,81.3593067,100.86351665322108,4.803,sw,45,5.0,4.1,0.45,3.65,88,
2021-03-07,Bardiya,28.3062108,81.3598135,118.06436491626144,4.803,sw,75,4.0,3.6,0.75,2.85,89,
2021-03-07,Bardiya,28.3512284,81.4297636,119.67341249566695,4.854,sw,40,4.0,3.2,0.4,2.8,86,
2021-03-07,Bardiya,28.2898343,81.4420493,126.95142862473695,4.854,sw,32,4.0,3.1,0.32,2.78,85,
2021-03-07,Bardiya,28.2282382,81.5671037,115.9142519379145,4.854,sw,40,7.0,6.2,0.4,5.8,84,
2021-03-07,Bardiya,28.2491036,81.5849593,108.6977505978707,4.551,sw,10,6.0,5.2,0.1,5.1,83,
2021-03-07,Bardiya,28.2363902,81.5476911,101.27054109400545,4.551,sw,0,2.5,2.1,0,2.1,82,
2021-03-07,Bardiya,28.3014031,81.336592,104.1813218362487,4.854,sw,60,4.0,3.2,0.6,2.6,87,
2021-03-11,Bardiya,28.2384443,81.2889979,99.38020721660625,4.551,sw,20,11.0,10,0.2,9.8,90,
2021-03-11,Bardiya,28.2794958,81.2629023,107.03814142257802,4.854,sw,40,12.0,11.2,0.4,10.8,92,
2021-03-11,Bardiya,28.3350722,81.266166,111.60088699702597,4.803,sw,10,4.0,3,0.1,2.9,93,
2021-03-11,Bardiya,28.0714983,81.5555563,99.08029075331622,4.551,sw,55,3.0,2.2,0.55,1.65,94,
2021-03-11,Bardiya,28.0731024,81.5542315,86.99709783240762,4.854,sw,60,4.0,3.5,0.6,2.9,95,
2021-03-11,Bardiya,28.0731672,81.5542815,104.94542163409031,4.551,sw,10,3.0,2.2,0.1,2.1,96,
2021-03-11,Bardiya,28.2486034,81.3085296,90.5413812870741,4.803,sw,50,6.0,5.2,0.5,4.7,91,
2021-03-13,Bardiya,28.0852756,81.5164958,93.39883379549784,4.854,dt,25,15.0,14,0.25,13.75,135,
2021-03-30,Banke,28.002087,81.652334,74.79502092410074,4.803,sw,40,7.0,4.95,0.4,4.55,119,bk-sw-29
2021-03-30,Banke,28.0150979,81.6543421,79.45554699138219,4.854,sw,60,5.0,3.2,0.6,2.6,118,bk-sw-09_1
2021-03-30,Banke,28.0243004,81.6002834,85.53872048691571,4.551,sw,50,7.0,5.4,0.5,4.9,117,bk-sw-11_1
2021-04-01,Bardiya,28.1056721,81.482622,97.9604413131479,4.551,dt,10,13.0,12,0.1,11.9,138,
2021-04-01,Banke,28.0285641,81.6947339,83.35339274716405,4.854,sw,55,6.0,4.85,0.55,4.3,120,bk-sw-30
2021-04-01,Banke,27.98343,81.713307,73.34943673778383,4.551,sw,70,5.0,3.77,0.7,3.07,121,bk-sw-10_1
2021-04-01,Bardiya,28.082907,81.5111801,99.5016497333836,4.803,dt,24,14.0,10.2,0.24,9.96,136,
2021-04-01,Bardiya,28.0883862,81.5027232,100.62413342298225,4.551,dt,20,14.0,12.2,0.2,12,137,
2021-04-01,Banke,28.0493765,81.6617097,93.93173480873038,4.551,sw,36,8.0,6.5,0.36,6.14,122,bk-sw-08_1
2021-04-02,Bardiya,28.3034656,81.3628923,93.84228750534798,4.551,sw,60,5.0,3.8,0.6,3.2,144,
2021-04-02,Banke,28.206532,81.6306905,107.15215606637075,4.803,sw,40,9.0,7.25,0.4,6.85,124,bk-sw-03
2021-04-02,Banke,28.1873992,81.6299874,104.63128751372183,4.551,sw,65,5.0,2.93,0.65,2.28,126,bk-sw-04
2021-04-02,Bardiya,28.3512469,81.4297408,106.21650332250346,4.854,sw,40,5.0,4,0.4,3.6,143,
2021-04-02,Bardiya,28.2898387,81.4420108,107.79121571638501,4.854,sw,32,5.0,3.3,0.32,2.98,142,
2021-04-02,Bardiya,28.2364874,81.547728,87.96004384746297,4.551,sw,0,4.0,2.3,0,2.3,141,
2021-04-02,Bardiya,28.2490794,81.5849847,104.17643321182874,4.854,sw,10,7.0,6,0.1,5.9,140,
2021-04-02,Bardiya,28.2283231,81.5671834,99.89142916824524,4.803,sw,40,8.0,6.3,0.4,5.9,139,
2021-04-02,Bardiya,28.3062642,81.3597118,89.7356624809828,4.551,sw,45,6.0,4.3,0.45,3.85,145,
2021-04-02,Bardiya,28.3061076,81.3596523,84.94281640751262,4.551,sw,75,6.0,4,0.75,3.25,146,
2021-04-02,Banke,28.1920742,81.5747772,89.91490084008717,4.551,sw,29,5.0,3.4,0.29,3.11,125,bk-sw-05_1
2021-04-02,Banke,28.1960804,81.7117424,127.62967228481328,4.854,sw,20,5.0,3.66,0.2,3.46,123,bk-sw-01
2021-04-03,Banke,28.078045,81.5932275,84.9956152614164,4.854,sw,25,5.0,3.08,0.25,2.83,127,bk-sw-26
2021-04-03,Banke,28.0830206,81.5956341,76.27681261735586,4.803,sw,40,4.9,4.4,0.4,4,128,bk-sw-27
2021-04-03,Banke,28.1060287,81.5971035,84.74134994144606,4.551,sw,35,4.1,3.5999999999999996,0.35,3.25,129,bk-sw-25_1
2021-04-03,Banke,28.1287337,81.5893729,87.98446775075215,4.551,sw,15,5.0,3.95,0.15,3.8,130,bk-sw-17_1
2021-04-03,Banke,28.1465581,81.5519536,103.6786630334175,4.551,sw,27,5.0,3.92,0.27,3.65,131,bk-sw-18_1
2021-04-04,Bardiya,28.1691931,81.3378602,82.55503321299061,4.854,sw,40,8.0,6.5,0.4,6.1,152,
2021-04-04,Bardiya,28.2795566,81.2628796,101.39670729066788,4.803,sw,40,14.0,12,0.4,11.6,154,
2021-04-04,Bardiya,28.189743,81.3836249,83.74002506849011,4.854,sw,30,6.0,5,0.3,4.7,151,
2021-04-04,Bardiya,28.2473471,81.3078664,104.48587272855438,4.803,sw,50,7.0,5.5,0.5,5,153,
2021-04-04,Bardiya,28.1487395,81.4968819,80.50877891180384,4.854,sw,40,6.0,5,0.4,4.6,147,
2021-04-04,Banke,28.0928489,81.6478628,94.33627246343464,4.854,sw,15,4.95,4.45,0.15,4.3,133,bk-sw-07_1
2021-04-04,Banke,28.0812185,81.645044,101.03061213006376,4.803,sw,54,6.0,4.45,0.54,3.91,134,bk-sw-24_1
2021-04-04,Banke,28.1317973,81.6588377,98.44866010861558,4.803,sw,45,5.0,2.74,0.45,2.29,132,bk-sw-06_1
2021-04-04,Bardiya,28.1656501,81.5008536,91.32159697499588,4.551,sw,0,7.0,5.1,0,5.1,149,
2021-04-04,Bardiya,28.1880624,81.4799019,81.2009829044684,4.854,sw,40,6.0,4.8,0.4,4.4,150,
2021-04-04,Bardiya,28.1463687,81.4791724,101.58299779638564,4.551,sw,30,8.0,6.2,0.3,5.9,148,
2021-04-04,Bardiya,28.3287679,81.2715464,121.20034075891353,4.551,sw,10,5.0,3.2,0.1,3.1,155,
2021-04-06,Bardiya,28.0731597,81.5542048,89.54488569715397,4.803,sw,55,4.0,3,0.55,2.45,156,
2021-04-06,Bardiya,28.0730776,81.5542921,93.41935404156682,4.854,sw,10,4.0,2.5,0.1,2.4,157,
2021-04-07,Bardiya,28.071498,81.5555033,83.979209134853,4.854,sw,60,5.0,4,0.6,3.4,158,
2021-04-07,Banke,28.0513467,81.6024627,88.18992511762305,4.551,dt,27,6.0,4.6,0.27,4.33,13,bk-dw-05
2021-04-07,Banke,28.1114016,81.521705,61.428869979187425,4.551,sw,23,7.0,5.85,0.23,5.62,15,bk-sw-19_1
2021-04-07,Banke,28.1223001,81.5166134,85.04392023801582,4.551,dt,42,13.0,11.55,0.42,11.13,16,bk-dw-03
2021-04-07,Banke,28.0960803,81.5211436,83.4512369483592,4.551,dt,25,15.0,11.45,0.25,11.2,17,bk-dw-02
2021-04-07,Banke,28.0818634,81.5466079,82.31648677449924,4.854,dt,37,15.0,11.45,0.37,11.08,18,bk-dw-01
2021-04-07,Banke,28.1132041,81.5172749,84.55165311736327,4.854,dt,49,15.0,11.55,0.49,11.06,12,bk-dw-04_1
2021-04-07,Banke,28.0508057,81.5862265,87.09753899548474,4.803,sw,55,7.0,5.5,0.55,4.95,14,bk-sw-28
2021-04-11,Bardiya,28.0852283,81.5164006,82.36269503406035,4.803,dt,25,12.0,10.4,0.25,10.15,184,
2021-04-22,Banke,27.9833849,81.7132719,88.01714523602642,4.551,sw,70,6.0,3.83,0.7,3.13,162,bk-sw-10_1
2021-04-22,Banke,28.0285383,81.6947455,93.6523845583338,4.551,sw,55,6.0,4.95,0.55,4.4,161,bk-sw-30
2021-04-22,Banke,28.04937,81.6616595,96.96271786018812,4.854,sw,36,8.0,6.8,0.36,6.44,160,bk-sw-08_1
2021-04-23,Banke,28.0020628,81.6523544,84.81285054730857,4.551,sw,40,7.0,5.1,0.4,4.7,164,bk-sw-29
2021-04-23,Banke,28.0242383,81.6002699,86.62625994039676,4.551,sw,50,7.0,5.54,0.5,5.04,159,bk-sw-11_1
2021-04-23,Banke,28.0151007,81.6543121,89.52724814325752,4.854,sw,60,5.0,3.3,0.6,2.7,163,bk-sw-09_1
2021-04-26,Banke,28.083025,81.5955229,105.59481440471494,4.854,sw,40,5.2,4.7,0.4,4.3,167,bk-sw-27
2021-04-26,Banke,28.146524,81.5519813,84.54793683203913,4.551,sw,27,6.0,4.3,0.27,4.03,170,bk-sw-18_1
2021-04-26,Banke,28.0780817,81.5932166,82.84832140103399,4.854,sw,25,5.0,3.33,0.25,3.08,166,bk-sw-26
2021-04-26,Banke,28.050811,81.5861641,82.69485201608745,4.551,sw,55,7.0,5.95,0.55,5.4,165,bk-sw-28
2021-04-26,Banke,28.1287134,81.5893535,94.29315716249143,4.854,sw,15,6.0,4.25,0.15,4.1,169,bk-sw-17_1
2021-04-26,Banke,28.1060556,81.5971341,90.17572515657702,4.803,sw,35,4.3,3.8,0.35,3.45,168,bk-sw-25_1
2021-04-30,Banke,28.1223559,81.5165505,83.68454144841976,4.551,dt,42,13.0,11.65,0.42,11.23,173,bk-dw-03
2021-04-30,Banke,28.1132901,81.5172898,83.52860872319646,4.551,dt,49,15.0,11.65,0.49,11.16,174,bk-dw-04_1
2021-04-30,Banke,28.096096,81.5211544,85.44713239862861,4.551,dt,25,15.0,11.55,0.25,11.3,175,bk-dw-02
2021-04-30,Banke,28.0817476,81.546588,109.66800213435707,4.854,dt,37,13.0,11.5,0.37,11.13,176,bk-dw-01
2021-04-30,Banke,28.0512932,81.6024374,91.96201722181954,4.803,dt,27,7.0,4.8,0.27,4.53,171,bk-dw-05
2021-04-30,Banke,28.1114846,81.521617,85.10593739864272,4.854,sw,23,8.0,6.05,0.23,5.82,172,bk-sw-19_1
2021-05-02,Bardiya,28.1055615,81.4827864,85.0753903597881,4.854,dt,10,14.0,12.5,0.1,12.4,187,
2021-05-02,Bardiya,28.0883799,81.5027349,91.75614843757998,4.803,dt,20,16.0,14.4,0.2,14.2,186,
2021-05-02,Bardiya,28.0828898,81.5111103,72.26019646886688,4.854,dt,24,14.0,12.2,0.24,11.96,185,
2021-05-03,Bardiya,28.3287711,81.2715109,104.56525114632025,4.854,sw,10,5.0,4,0.1,3.9,196,
2021-05-03,Bardiya,28.2797085,81.2629711,70.77046546934865,4.854,sw,40,14.0,12.2,0.4,11.8,195,
2021-05-03,Bardiya,28.247389,81.307814,97.79387220569281,4.854,sw,50,7.0,6,0.5,5.5,194,
2021-05-03,Bardiya,28.1691666,81.3378431,85.67579246810156,4.854,sw,40,8.0,7,0.4,6.6,193,
2021-05-03,Bardiya,28.1896655,81.3835948,85.19132760630809,4.551,sw,30,7.0,5.2,0.3,4.9,192,
2021-05-03,Bardiya,28.1655666,81.5009192,94.49468384052722,4.803,sw,70,7.0,5.3,0.7,4.6,190,
2021-05-03,Bardiya,28.1463616,81.4791081,92.15119572241383,4.803,sw,30,8.0,6.3,0.3,6,189,
2021-05-03,Bardiya,28.1486882,81.4968085,97.00529681083934,4.551,sw,40,7.0,5.1,0.4,4.7,188,
2021-05-03,Bardiya,28.1880204,81.4800895,90.26568924118823,4.854,sw,40,6.0,5,0.4,4.6,191,
2021-05-04,Banke,28.1873611,81.6300829,99.16882140019185,4.551,sw,65,5.0,3.33,0.65,2.68,183,bk-sw-04
2021-05-04,Banke,28.206479,81.6307385,102.93040548102256,4.854,sw,40,9.0,7.75,0.4,7.35,181,bk-sw-03
2021-05-04,Banke,28.1960893,81.7117338,114.67803958931864,4.551,sw,20,5.0,3.8600000000000003,0.2,3.66,180,bk-sw-01
2021-05-04,Banke,28.1317866,81.6587726,93.92316420348556,4.803,sw,45,5.0,3.04,0.45,2.59,179,bk-sw-06_1
2021-05-04,Banke,28.0928844,81.6478464,94.60841958761327,4.551,sw,15,5.4,4.9,0.15,4.75,178,bk-sw-07_1
2021-05-04,Banke,28.0812129,81.6451034,88.40708266797988,4.854,sw,54,6.0,4.85,0.54,4.31,177,bk-sw-24_1
2021-05-04,Banke,28.192094,81.5747806,85.33743342011614,4.551,sw,29,5.0,3.45,0.29,3.16,182,bk-sw-05_1
2021-05-11,Bardiya,28.0726661,81.5550289,88.4754930469689,4.803,sw,60,6.0,5,0.6,4.4,199,
2021-05-11,Bardiya,28.0730391,81.5543626,77.4547242895659,4.551,sw,10,4.0,3,0.1,2.9,198,
2021-05-11,Bardiya,28.0732362,81.5542298,87.91501058041705,4.854,sw,55,5.0,3.2,0.55,2.65,197,
2021-05-12,Bardiya,28.2490759,81.5850066,105.65349682577164,4.854,sw,40,8.0,6.2,0.4,5.8,201,
2021-05-12,Bardiya,28.2363039,81.5474052,111.57403489786903,4.551,sw,0,4.0,2.6,0,2.6,200,
2021-05-12,Bardiya,28.3056538,81.3593227,98.33427251366963,4.551,sw,60,5.0,4,0.6,3.4,206,
2021-05-12,Bardiya,28.3065034,81.3591938,82.84473526781777,4.803,sw,75,6.0,4.3,0.75,3.55,207,
2021-05-12,Bardiya,28.3061841,81.3597472,97.73312643004091,4.551,sw,45,6.0,5,0.45,4.55,205,
2021-05-12,Bardiya,28.2272298,81.5711189,105.65349682577164,4.803,sw,10,8.0,6.5,0.1,6.4,202,
2021-05-12,Bardiya,28.351191,81.4297489,109.68273454813199,4.854,sw,40,6.0,4.2,0.4,3.8,204,
2021-05-12,Bardiya,28.2897791,81.4420663,108.20380514467726,4.803,sw,32,5.0,4,0.32,3.68,203,
2021-05-28,Banke,28.0151196,81.6543402,89.1867064656052,4.551,sw,60,5.0,3.26,0.6,2.66,209,bk-sw-09_1
2021-05-28,Banke,28.0020503,81.6523608,77.31210202905177,4.854,sw,40,7.0,5,0.4,4.6,210,bk-sw-29
2021-05-28,Banke,28.0242824,81.6002927,83.85836656317899,4.854,sw,50,7.0,5.5,0.5,5,208,bk-sw-11_1
2021-05-30,Banke,28.0285084,81.6947302,99.94750067742251,4.551,sw,55,6.0,4.9,0.55,4.35,212,bk-sw-30
2021-05-30,Banke,27.9833037,81.7134115,91.00598286154765,4.551,sw,70,5.0,3.62,0.7,2.92,213,bk-sw-10_1
2021-05-30,Banke,28.049366,81.6617059,103.19010667812974,4.854,sw,36,8.0,6.6,0.36,6.24,211,bk-sw-08_1
2021-05-31,Banke,28.1287363,81.5894038,86.38434223209704,4.854,sw,15,6.0,4.22,0.15,4.07,217,bk-sw-17_1
2021-05-31,Banke,28.1060616,81.5971125,83.9424239534995,4.551,sw,35,4.25,3.75,0.35,3.4,216,bk-sw-25_1
2021-05-31,Banke,28.0830268,81.5956128,85.93129539776979,4.854,sw,40,5.25,4.75,0.4,4.35,215,bk-sw-27
2021-05-31,Banke,28.078065,81.5932423,99.70166537230462,4.803,sw,25,5.0,3.35,0.25,3.1,214,bk-sw-26
2021-05-31,Banke,28.146539,81.5520658,116.39917487513846,69.023,sw,27,6.0,4,0.27,3.73,218,bk-sw-18_1
2021-06-02,Banke,28.0513305,81.6024486,86.4348803475658,4.854,dt,27,6.0,4.7,0.27,4.43,219,bk-dw-05
2021-06-02,Banke,28.0507597,81.5861889,91.86447364992894,4.551,sw,55,7.0,6.15,0.55,5.6,220,bk-sw-28
2021-06-03,Bardiya,28.0828452,81.5111836,84.44654549989352,4.854,dt,24,11.0,10,0.24,9.76,234,
2021-06-03,Bardiya,28.0851481,81.5164416,86.74715379792804,4.854,dt,25,13.0,12,0.25,11.75,233,
2021-06-03,Banke,28.0818001,81.5465758,87.72579750251839,4.854,dt,37,13.0,11.129999999999999,0.37,10.76,225,bk-dw-01
2021-06-03,Banke,28.0960591,81.5211446,83.06716468452909,4.551,dt,25,13.0,11.4,0.25,11.15,224,bk-dw-02
2021-06-03,Banke,28.1224142,81.5165706,97.94866073939951,4.854,dt,42,13.0,11.45,0.42,11.03,223,bk-dw-03
2021-06-03,Banke,28.1132507,81.5173521,93.88311420385803,4.551,dt,49,10.0,7.75,0.49,7.26,222,bk-dw-04_1
2021-06-03,Bardiya,28.1054668,81.4827798,79.73053913925013,4.803,dt,10,12.0,10.2,0.1,10.1,236,
2021-06-03,Bardiya,28.0883383,81.5027308,91.82764724564169,4.854,dt,20,13.0,12,0.2,11.8,235,
